857.380371	725.009949	859.507874	786.830872	800.917969	653.193909	530.261841	740.441711	668.785645	536.043091	645.034363	637.704346	642.978577	569.852905	458.965485	579.024780	713.353821	637.432556	730.536621	760.896301	618.407166	597.566467	661.379333	732.839355	797.821045	600.075500	708.617798	754.936157	581.644592	570.229797	635.890076	729.441956	788.187012	805.578064	725.656921	731.748108	543.922913	815.121399	567.298828	831.250366	
924.298584	888.701721	989.330933	937.510071	986.033569	616.438232	678.307556	867.119263	730.339722	624.893921	890.138428	837.821411	640.099854	798.846924	736.543640	868.552124	815.843872	850.852905	842.799988	888.926086	851.130005	739.524536	869.497559	797.974792	859.856445	803.671387	798.690674	927.606689	696.552551	718.773560	736.166931	929.676514	900.326843	869.411621	730.710754	807.025330	722.745850	853.935242	883.625610	957.317383	
913.872437	886.832764	893.929504	886.016235	1006.297607	657.232117	725.401001	805.236511	816.241516	710.766968	941.468994	875.870361	787.955200	762.095825	752.425415	844.075745	919.352722	913.060547	905.976440	1008.335205	861.037048	786.737183	964.320679	840.880737	1029.732300	913.113831	811.814697	982.406006	783.007629	668.423279	795.425842	965.736267	1032.921143	977.136047	786.495850	857.610657	694.865906	981.535828	795.631714	1048.962280	
1033.158203	1034.404785	934.725891	941.416138	1053.676147	781.996399	776.648438	1064.154297	879.414368	836.520142	973.715271	932.417419	879.259827	798.958618	820.553955	984.276611	1055.274292	887.472168	949.266968	999.705322	893.049561	862.758423	997.833252	927.502197	1073.140015	922.375671	834.791382	1122.670166	825.099487	718.621094	872.792847	1078.690796	1082.217407	1035.752441	873.477844	984.764771	794.207397	1034.489868	955.395508	1115.721558	
661.886353	570.299988	632.459839	664.692261	1201.709106	826.312683	776.388977	993.136719	490.279541	494.924835	544.756714	601.261353	548.388123	494.143921	512.189209	661.055237	623.529724	594.026245	612.567017	614.615173	557.062256	511.029022	659.217651	598.760681	637.398071	571.111816	549.746216	740.106445	554.119812	580.862549	542.463989	720.619324	622.117432	621.910767	593.698914	573.094788	539.982727	596.291077	727.662720	705.741150	
942.780579	873.286011	911.322815	994.861450	1053.137573	677.174194	722.954651	848.930420	672.508850	679.089783	863.338562	936.687012	698.717102	798.616760	786.490662	924.089050	874.588867	820.086548	861.103455	817.352905	846.998535	782.518372	906.411804	753.007935	1000.655518	822.093201	778.889954	949.487061	751.287720	698.329590	889.846497	911.894653	912.994690	900.861145	806.875854	710.615112	737.561890	855.928040	856.355164	1047.385254	
893.509583	849.444946	1016.750671	994.743469	1069.031982	679.302185	784.177307	752.060791	709.159546	654.967346	996.159241	840.261902	848.006775	764.985291	894.138550	940.314819	977.445007	876.352478	939.536316	804.434265	824.751343	768.236694	923.610291	901.754517	921.547363	876.088623	790.831116	1036.277954	757.993347	705.876465	824.449829	1049.177002	1061.821411	1011.370911	859.909607	948.130798	777.586609	977.127258	858.113159	1062.180298	
1088.218384	957.612366	1006.221252	972.803345	1033.824707	792.173340	719.764771	844.800598	652.209229	662.047485	740.386414	745.420654	638.237732	637.959656	552.828857	779.592773	846.243896	727.864807	744.894226	787.846802	688.768372	620.148254	850.533813	755.604431	847.328674	771.018250	705.314819	811.308228	693.094177	701.511475	725.583130	842.682129	872.382141	887.016663	758.481201	867.314453	579.751221	893.346069	805.306519	893.196167	
889.150940	820.395325	759.500061	809.761963	938.595703	669.750610	624.396179	741.776672	637.142395	581.553528	900.208130	749.946472	674.784302	689.518555	694.765564	750.481323	820.033875	823.773132	848.570374	801.808960	747.415039	774.690186	793.388306	713.018555	864.057800	824.833130	718.512878	952.864868	733.503845	638.104309	728.647888	886.103760	851.114746	811.781494	734.389343	713.353333	666.139648	823.921875	712.248108	950.514282	
884.351929	887.921387	856.900024	909.594421	881.412354	575.286743	613.527100	784.205322	994.799988	745.338623	888.926819	823.312561	800.346252	874.650024	661.017029	919.047302	903.748108	1005.776489	931.455322	941.721191	993.871521	752.183838	938.372192	983.001282	1102.178345	935.916077	964.376099	1029.215698	787.603638	713.956909	794.137268	974.585022	1103.384033	996.922241	954.080627	942.948242	723.333252	1065.270874	897.829773	1094.568115	
